acct_ref,cust_ref,has_dependents,tenure_mo,home_phone,multi_line,internet_plan,add_on_security,add_on_backup,add_on_protection,tech_support_std,stream_tv,stream_movies,contract_term,e_bill_opt_in,pay_method,monthly_fee,total_billed,left_flag,fiscal_qtr,gender,age_years,is_married,dependents_count,referred_friend,referrals_count,recent_offer,avg_long_dist_fee,internet_tech,avg_gb_download,premium_support,stream_music,unlimited_data_opt,refunds_total,extra_data_fees_total,long_dist_fees_total
ACCT362638,CUST67787301,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.25,4990.25,Yes,Q3,Male,63,Yes,0,Yes,1,NA,46.59,Fiber Optic,26,Yes,Yes,No,0,120,2422.68
ACCT221944,CUST20607394,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,3744.05,Yes,Q3,Male,73,No,0,No,0,Offer C,38.06,Fiber Optic,19,No,No,Yes,0,0,1408.22
ACCT907693,CUST88512487,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,Yes,Q3,Male,52,No,0,No,0,Offer A,20.44,Fiber Optic,3,Yes,Yes,Yes,0,0,1410.36
ACCT450632,CUST69259029,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.9,2351.45,No,Q3,Male,65,Yes,0,Yes,1,NA,2.86,Fiber Optic,19,No,No,Yes,0,0,85.8
ACCT733056,CUST79510563,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,2989.6,No,Q3,Female,26,No,0,No,0,NA,16.76,Fiber Optic,85,No,Yes,Yes,0,0,553.08
ACCT827633,CUST63789253,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.45,6077.75,No,Q3,Male,77,Yes,0,Yes,5,Offer B,32.56,Fiber Optic,16,Yes,No,Yes,0,0,1758.24
ACCT623149,CUST39497557,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),68.7,4070.95,No,Q3,Female,62,No,0,No,0,Offer B,28.32,DSL,9,Yes,Yes,No,0,150,1670.88
ACCT351885,CUST88585213,No,55,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.85,2479.05,No,Q3,Male,77,No,0,No,0,Offer B,0,DSL,30,No,No,Yes,0,0,0
ACCT771944,CUST33306015,No,69,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),29.8,2134.3,No,Q3,Male,69,Yes,0,Yes,7,NA,0,DSL,13,No,No,Yes,0,0,0
ACCT790114,CUST30515115,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.9,6000.1,No,Q3,Female,33,No,0,No,0,NA,31.93,Fiber Optic,15,No,No,Yes,0,0,2107.38
ACCT112059,CUST37166787,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,58.75,2203.1,No,Q3,Male,28,Yes,3,Yes,1,NA,35.67,DSL,76,Yes,No,Yes,0,0,1319.79
ACCT966591,CUST90098245,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,No,Q3,Male,47,Yes,3,Yes,9,NA,26.35,DSL,53,Yes,Yes,Yes,0,0,1818.15
ACCT667542,CUST22267534,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.65,638.95,No,Q3,Male,36,No,0,No,0,Offer D,1.48,DSL,25,No,No,No,0,90,14.8
ACCT914852,CUST96780500,Yes,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,Yes,Q3,Male,20,No,1,No,0,NA,8.08,DSL,76,No,No,Yes,0,0,323.2
ACCT800525,CUST66249785,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.4,831.75,No,Q3,Male,50,No,1,No,0,Offer D,30.19,DSL,17,No,Yes,Yes,0,0,392.47
ACCT549059,CUST43624854,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3,Yes,Q3,Female,53,No,0,No,0,NA,1.15,Fiber Optic,3,No,No,Yes,0,0,6.9
ACCT365861,CUST28358722,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.1,7181.95,No,Q3,Female,73,Yes,0,Yes,3,NA,6.94,Fiber Optic,23,Yes,Yes,Yes,0,0,458.04
ACCT156064,CUST58263463,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.75,608,Yes,Q3,Male,60,No,0,No,0,Offer D,15.03,DSL,13,No,No,Yes,0,0,165.33
ACCT419435,CUST72841591,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,Yes,Q3,Female,43,No,0,No,0,NA,2.6,Fiber Optic,22,No,Yes,Yes,0,0,15.6
ACCT475224,CUST68814299,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.6,5953,No,Q3,Female,36,Yes,2,Yes,5,Offer B,13.94,Fiber Optic,11,Yes,Yes,Yes,0,0,780.64
ACCT975509,CUST34066406,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.15,2531.4,No,Q3,Female,47,Yes,2,Yes,2,NA,31.59,Cable,18,Yes,Yes,No,0,20,1042.47
ACCT966119,CUST91398432,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.8,953.65,No,Q3,Female,59,No,2,No,0,Offer D,4.03,Cable,26,Yes,No,Yes,0,0,76.57
ACCT871608,CUST38564398,No,5,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.7,198,Yes,Q3,Female,79,No,0,No,0,NA,0,DSL,15,No,No,Yes,0,0,0
ACCT301102,CUST96817369,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,609.9,Yes,Q3,Male,51,Yes,0,Yes,1,NA,47.91,Fiber Optic,23,No,No,Yes,0,0,383.28
ACCT810557,CUST10299984,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,20.55,No,Q3,Male,29,No,0,No,0,Offer E,7.32,NA,0,No,No,No,0,0,7.32
ACCT472900,CUST52117393,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.65,79.65,Yes,Q3,Female,57,No,0,No,0,NA,22.48,Fiber Optic,5,No,No,Yes,0,0,22.48
ACCT943345,CUST12514936,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,115.1,6993.65,No,Q3,Female,58,No,0,No,0,Offer B,5.55,Fiber Optic,7,Yes,Yes,Yes,0,0,338.55
ACCT545121,CUST24927392,Yes,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,4122.65,No,Q3,Female,44,Yes,1,Yes,6,Offer A,0,Cable,19,Yes,Yes,Yes,0,0,0
ACCT214677,CUST28330230,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.45,5762.95,No,Q3,Female,48,Yes,0,Yes,5,Offer A,9.76,Fiber Optic,15,No,No,No,0,150,663.68
ACCT582977,CUST91392738,No,46,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),33.7,1537.85,No,Q3,Male,35,No,0,No,0,Offer B,0,DSL,18,Yes,No,Yes,0,0,0
ACCT736681,CUST44561388,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),80.1,2603.3,No,Q3,Male,29,No,0,No,0,NA,25.71,Fiber Optic,48,No,No,Yes,0,0,848.43
ACCT999901,CUST20778184,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.05,5566.4,No,Q3,Female,64,Yes,1,Yes,1,Offer B,28.36,Fiber Optic,17,Yes,Yes,Yes,0,0,1503.08
ACCT550463,CUST54165578,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.75,5431.9,No,Q3,Female,70,Yes,0,Yes,1,Offer B,9.18,Fiber Optic,2,No,Yes,Yes,0,0,459
ACCT481778,CUST19163479,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),41.1,2258.25,No,Q3,Female,44,No,0,No,0,NA,0,DSL,24,Yes,No,Yes,0,0,0
ACCT983680,CUST28712690,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.35,1092.35,No,Q3,Female,48,Yes,4,Yes,1,NA,41.93,NA,0,No,No,No,0,0,2264.22
ACCT281565,CUST20782381,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,No,Q3,Female,71,Yes,0,Yes,1,Offer B,36.71,Fiber Optic,25,No,Yes,No,0,110,2202.6
ACCT748646,CUST71350474,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.3,2812.2,Yes,Q3,Female,67,Yes,0,Yes,1,Offer C,16.43,Fiber Optic,20,Yes,No,Yes,0,0,460.04
ACCT356570,CUST72359655,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,Yes,Q3,Female,53,Yes,0,Yes,1,NA,39.79,Fiber Optic,7,No,No,Yes,0,0,39.79
ACCT496651,CUST83506227,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.2,2698.35,Yes,Q3,Male,25,Yes,0,Yes,1,NA,4,Fiber Optic,48,No,Yes,Yes,0,0,116
ACCT767760,CUST46367851,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,No,Q3,Female,59,Yes,1,Yes,1,Offer D,25.89,DSL,22,Yes,Yes,Yes,0,0,258.9
ACCT654265,CUST89122695,Yes,43,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.45,1912.85,No,Q3,Male,41,No,2,No,0,NA,0,DSL,25,No,No,Yes,0,0,0
ACCT528425,CUST86526948,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,849.1,No,Q3,Male,78,Yes,0,Yes,1,NA,36.57,Fiber Optic,26,No,No,Yes,0,0,475.41
ACCT910257,CUST37275088,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.8,3460.3,No,Q3,Female,42,Yes,0,Yes,1,NA,38.53,DSL,27,Yes,Yes,Yes,24.9,0,1656.79
ACCT257152,CUST75762373,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,No,Q3,Male,20,Yes,3,Yes,1,NA,24.33,Fiber Optic,59,No,Yes,Yes,0,0,24.33
ACCT126130,CUST12759003,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5555.3,No,Q3,Female,46,No,0,No,0,Offer A,25.73,DSL,22,Yes,Yes,Yes,15.38,0,1775.37
ACCT552089,CUST65829845,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1278.8,No,Q3,Female,64,Yes,0,Yes,1,NA,10.94,NA,0,No,No,No,5.15,0,667.34
ACCT560818,CUST73403978,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,No,Q3,Male,42,Yes,0,Yes,1,NA,26.1,DSL,17,Yes,No,Yes,6.41,0,1122.3
ACCT550675,CUST28522964,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,Yes,Q3,Female,62,Yes,0,Yes,1,NA,31.7,NA,0,No,No,No,0,0,190.2
ACCT171622,CUST81394666,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.25,51.25,Yes,Q3,Male,58,No,0,No,0,NA,6.44,DSL,4,Yes,No,Yes,0,0,6.44
ACCT794090,CUST99389817,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.7,4952.95,No,Q3,Male,43,Yes,0,Yes,1,NA,3.79,Fiber Optic,14,No,Yes,Yes,41.66,0,212.24
ACCT176985,CUST15707372,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.6,45.6,Yes,Q3,Male,31,No,0,No,0,Offer E,11.73,DSL,24,No,No,Yes,0,0,11.73
ACCT616415,CUST26727060,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,No,Q3,Male,27,Yes,2,Yes,7,NA,36.08,Fiber Optic,59,No,No,Yes,33.13,0,1767.92
ACCT217147,CUST32977891,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,Yes,Q3,Female,49,No,0,No,0,Offer E,48.89,DSL,22,Yes,No,Yes,0,0,293.34
ACCT433370,CUST11517274,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,2316.85,No,Q3,Female,26,Yes,1,Yes,1,NA,19.76,DSL,59,Yes,Yes,Yes,12.66,0,632.32
ACCT728114,CUST35208287,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.75,8075.35,No,Q3,Female,73,Yes,0,Yes,1,Offer A,35.04,Fiber Optic,22,Yes,No,Yes,0,0,2522.88
ACCT740724,CUST88905223,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,2302.35,No,Q3,Male,45,No,1,No,0,NA,49.99,Cable,27,Yes,No,No,48.79,110,1849.63
ACCT698719,CUST35945043,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4,7251.9,No,Q3,Female,59,Yes,0,Yes,9,Offer A,24.17,Fiber Optic,5,Yes,Yes,Yes,3.59,0,1667.73
ACCT501659,CUST81307106,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.9,2078.55,No,Q3,Female,26,Yes,0,Yes,7,NA,11.23,Cable,48,Yes,Yes,Yes,44.86,0,291.98
ACCT376161,CUST55981967,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,99.45,No,Q3,Male,27,Yes,2,Yes,1,NA,41.21,NA,0,No,No,No,0,0,206.05
ACCT298717,CUST93467559,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20,288.05,Yes,Q3,Male,59,Yes,3,Yes,1,NA,31.14,NA,0,No,No,No,0,0,467.1
ACCT189930,CUST50173973,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,599.25,No,Q3,Female,24,Yes,1,Yes,1,NA,12.85,NA,0,No,No,No,49.79,0,385.5
ACCT837272,CUST67860093,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,3462.1,No,Q3,Female,41,Yes,0,No,0,NA,35.38,Cable,13,Yes,No,No,44.53,150,1945.9
ACCT367951,CUST91790586,No,25,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34,853,Yes,Q3,Female,19,Yes,0,Yes,1,Offer C,0,Cable,82,No,No,Yes,0,0,0
ACCT517786,CUST53143889,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,934.1,Yes,Q3,Male,72,Yes,0,Yes,1,NA,11.12,Fiber Optic,30,Yes,No,No,0,100,111.2
ACCT487695,CUST39045815,Yes,44,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.05,2375.2,No,Q3,Male,19,Yes,2,Yes,1,NA,0,Cable,59,Yes,Yes,Yes,47.45,0,0
ACCT938282,CUST97697039,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,58.9,2813.05,No,Q3,Female,55,No,0,No,0,NA,26.35,Cable,5,Yes,No,Yes,0,0,1238.45
ACCT494459,CUST14524093,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.35,1222.8,Yes,Q3,Female,52,Yes,0,Yes,1,NA,17.83,Fiber Optic,10,No,Yes,Yes,0,0,231.79
ACCT135007,CUST61145192,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95,5293.2,Yes,Q3,Female,38,Yes,0,Yes,1,NA,6.45,Fiber Optic,10,Yes,Yes,Yes,0,0,316.05
ACCT348934,CUST64896479,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,96.9,6314.35,No,Q3,Female,31,Yes,0,Yes,10,NA,19.22,Fiber Optic,21,Yes,Yes,Yes,13.37,0,1230.08
ACCT304096,CUST37937935,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,No,Q3,Male,61,No,0,No,0,NA,44.22,NA,0,No,No,No,0,0,44.22
ACCT732476,CUST79723131,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50,1003.05,No,Q3,Male,38,No,0,No,0,Offer D,49.81,DSL,4,Yes,No,Yes,2.81,0,996.2
ACCT189278,CUST21557220,No,37,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,45.4,1593.1,No,Q3,Female,23,Yes,0,Yes,1,NA,0,DSL,27,Yes,No,Yes,44.13,0,0
ACCT553543,CUST43739656,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,2509.95,No,Q3,Male,63,Yes,2,Yes,9,NA,21.72,Fiber Optic,19,No,No,No,23.13,120,651.6
ACCT305534,CUST86527114,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.1,3187.65,No,Q3,Female,57,No,0,No,0,NA,25.11,DSL,13,No,Yes,Yes,0,0,954.18
ACCT463857,CUST65108029,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,74.45,Yes,Q3,Female,75,No,0,No,0,NA,39.61,Fiber Optic,16,No,No,Yes,0,0,39.61
ACCT217012,CUST93725726,No,37,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.75,2345.2,Yes,Q3,Female,26,No,0,No,0,Offer C,3.27,Cable,71,No,Yes,Yes,0,0,120.99
ACCT585650,CUST63653639,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9,5522.7,No,Q3,Male,20,No,3,No,0,Offer A,4.76,DSL,52,Yes,No,Yes,0,0,337.96
ACCT153896,CUST92909662,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,Yes,Q3,Male,49,No,0,No,0,Offer C,6.24,Fiber Optic,25,No,No,Yes,0,0,162.24
ACCT112459,CUST37696030,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),74.6,4798.4,No,Q3,Male,56,No,0,No,0,Offer A,45.57,DSL,11,No,Yes,Yes,0,0,3007.62
ACCT229984,CUST60877191,Yes,25,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.65,970.55,No,Q3,Male,56,No,2,No,0,NA,0,DSL,18,No,No,Yes,0,0,0
ACCT715148,CUST11199445,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.65,2537,No,Q3,Male,26,No,0,No,0,NA,37,Fiber Optic,76,Yes,Yes,Yes,0,0,962
ACCT160975,CUST39948737,No,21,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,61.65,1393.6,No,Q3,Male,25,No,0,No,0,Offer D,39.85,DSL,52,No,Yes,Yes,0,0,836.85
ACCT930044,CUST42004006,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,89.35,No,Q3,Female,38,No,1,No,0,NA,5.36,Fiber Optic,19,No,Yes,Yes,0,0,5.36
ACCT738291,CUST95186916,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,4445.3,No,Q3,Male,28,No,0,No,0,NA,4.15,Fiber Optic,46,Yes,Yes,Yes,0,0,199.2
ACCT555854,CUST47738214,No,26,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,978.6,No,Q3,Female,24,Yes,0,Yes,4,NA,0,DSL,51,No,No,Yes,0,0,0
ACCT951573,CUST96050209,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1258.15,No,Q3,Male,39,Yes,0,Yes,7,NA,30.14,NA,0,No,No,No,0,0,1808.4
ACCT796064,CUST56031062,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,331.35,No,Q3,Male,50,No,0,No,0,Offer D,31.33,NA,0,No,No,No,0,0,563.94
ACCT861257,CUST80528981,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.65,291.4,Yes,Q3,Female,76,No,0,No,0,NA,0,Cable,20,Yes,No,No,0,110,0
ACCT658252,CUST30599639,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,453.75,Yes,Q3,Male,64,Yes,0,Yes,3,Offer E,36.88,Fiber Optic,8,No,No,Yes,0,0,184.4
ACCT193455,CUST35977217,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.4,84.75,No,Q3,Female,52,No,1,No,0,NA,32.15,NA,0,No,No,No,0,0,128.6
ACCT360854,CUST88049015,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,1715.1,No,Q3,Male,52,Yes,2,Yes,4,NA,36.5,NA,0,No,No,No,0,0,2372.5
ACCT598038,CUST42203655,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,Yes,Q3,Male,26,No,0,No,0,NA,28.59,Fiber Optic,26,No,Yes,Yes,0,0,514.62
ACCT399222,CUST86136420,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20,1250.1,No,Q3,Male,44,No,2,No,0,NA,24.48,NA,0,No,No,No,0,0,1517.76
ACCT380162,CUST41735809,Yes,66,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,59.75,3996.8,No,Q3,Female,58,Yes,2,Yes,9,Offer A,8.39,DSL,16,No,No,Yes,0,0,553.74
ACCT648187,CUST90016843,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,235.5,Yes,Q3,Female,69,No,0,No,0,NA,5.54,Fiber Optic,16,No,No,Yes,0,0,16.62
ACCT721427,CUST93768569,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,673.2,No,Q3,Female,19,No,0,No,0,NA,36.75,NA,0,No,No,No,0,0,1249.5
ACCT744712,CUST96331349,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2,No,Q3,Male,49,Yes,2,Yes,8,Offer D,48.71,Fiber Optic,12,No,No,Yes,0,0,779.36
ACCT131617,CUST29802991,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.95,5639.05,Yes,Q3,Female,20,No,0,No,0,NA,43.47,Fiber Optic,82,No,Yes,Yes,0,0,2347.38
ACCT545346,CUST29966878,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.95,5222.35,No,Q3,Female,75,No,0,No,0,Offer B,17.65,Fiber Optic,29,Yes,No,Yes,0,0,882.5
ACCT170043,CUST41863784,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,799.65,Yes,Q3,Female,39,No,0,No,0,NA,5.63,Fiber Optic,26,No,No,Yes,0,0,56.3
ACCT354259,CUST64912913,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.8,50.8,Yes,Q3,Female,20,No,0,No,0,NA,22.82,Cable,27,Yes,No,Yes,0,0,22.82
ACCT588231,CUST37771705,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,98,5270.6,No,Q3,Female,33,Yes,0,Yes,10,Offer B,37.5,Fiber Optic,11,No,Yes,Yes,0,0,2100
ACCT349098,CUST30964585,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,2447.95,Yes,Q3,Male,62,Yes,0,Yes,1,Offer C,22.57,Fiber Optic,11,No,No,Yes,0,0,722.24
ACCT310228,CUST49030515,Yes,56,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,52,2884.9,No,Q3,Male,24,Yes,2,Yes,8,Offer B,0,Cable,41,Yes,No,Yes,0,0,0
ACCT161928,CUST13505265,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,3050.15,Yes,Q3,Male,22,No,0,No,0,Offer C,43.97,Fiber Optic,42,No,Yes,Yes,0,0,1582.92
ACCT323143,CUST63634259,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.4,253,No,Q3,Female,58,No,0,No,0,NA,1.1,Cable,19,Yes,No,Yes,0,0,4.4
ACCT799908,CUST96338749,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,Yes,Q3,Male,38,No,0,No,0,NA,16.43,Fiber Optic,29,No,No,Yes,0,0,870.79
